year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_val,max_torque_rpm,brand,model,conf
2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498,89.84,5,204.0,2375.0,Ford,Ecosport,1 5 DV5 MT Titanium Optional
2013,229999,46000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5,113.0,5000.0,Chevrolet,Sail,Hatchback
2014,434999,50000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0,Maruti,Swift,ZXI
2011,650000,375000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G 7 Seater BS IV
2012,200000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Tata,Indica,Vista Aqua 1 3 Quadrajet ABS
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,2000.0,Hyundai,Grand,i10 1 2 CRDi Sportz
2017,285000,25000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2018,900000,12000,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,247.0,1900.0,Mahindra,Thar,CRDe AC
2016,490000,100000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,140.0,2400.0,Tata,Tiago,1 05 Revotorq XZ WO Alloy
2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,140.0,2400.0,Tata,Indigo,eCS LX BSIV
2006,430000,264000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G2
2012,415000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX CRDi O
2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,120.0,4250.0,Ford,Aspire,Trend Plus
2018,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,101.0,3000.0,Maruti,Eeco,7 Seater Standard BSIV
2013,170000,70000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,108.0,4400.0,Chevrolet,Beat,LS
2010,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Magna 1 1L
2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5,250.0,2250.0,Volkswagen,Vento,1 5 Highline Plus AT 16 Alloy
2014,229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 LXI
2016,535000,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI BSIV
2014,450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197,81.86,5,113.75,4000.0,Hyundai,Xcent,1 2 Kappa S Option
2014,560000,90000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,200.0,1750.0,Maruti,Ciaz,ZDi
2011,200000,43500,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,5,104.0,4000.0,Nissan,Micra,XL
2015,610000,90000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,2500.0,Ford,EcoSport,1 5 TDCi Titanium Plus BSIV
2011,210000,46000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 2010 2014 VXI
2014,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 VXI
2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS ZDI Plus
2018,540000,30000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,2000.0,Hyundai,Grand,i10 1 2 CRDi Sportz
2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,277.5,1950.0,Mahindra,Scorpio,M2DI
2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,ZDi
2016,675000,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti,SX4,S Cross 2015 2017 DDiS 200 Zeta
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,2000.0,Hyundai,Grand,i10 1 2 CRDi Sportz
2008,60000,120000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,5,85.0,2500.0,Tata,Indica,V2 2001 2011 DLS BSIII
2011,350000,93500,Petrol,Dealer,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,Honda,City,1 5 V MT
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,213.0,4500.0,Toyota,Camry,2 5 Hybrid
2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798,177.5,5,250.0,3125.0,Skoda,Octavia,Elegance 1 8 TSI AT
2009,90000,60000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,85.0,2500.0,Tata,Indica,V2 DLE BSIII
2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2013,425000,70000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda,Amaze,S i Dtech
2017,889000,25000,Petrol,Individual,Manual,First Owner,17.0,1497,121.31,5,150.0,4500.0,Ford,EcoSport,1 5 Titanium BSIV
2018,3251000,17601,Diesel,Dealer,Automatic,First Owner,16.25,1968,148.0,7,340.0,2375.0,Skoda,Kodiaq,2 0 TDI Style
2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI AGS
2015,300000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2009,150000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna
2013,600000,60000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,200.0,1750.0,Maruti,Ertiga,ZDI
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 VX 7 Seater
2009,525000,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G 8 Seater BS IV
2014,575000,106000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX
2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti,Swift,Dzire ZDI Plus
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,2250.0,Tata,Safari,Storme EX
2010,250000,190000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5,235.36,2325.0,Hyundai,Verna,Transform CRDi VGT SX ABS
2014,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9,200.0,1800.0,Mahindra,Scorpio,2009 2014 EX 2WD 9S
2009,150000,90000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,320.0,2200.0,Tata,New,Safari Dicor VX 4X2 BS IV
2014,521000,86000,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7,320.0,2200.0,Tata,Safari,Storme VX
2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2019,525000,9200,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XZA
2015,599000,92651,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5,215.0,2125.0,Ford,Ecosport,1 5 Titanium
2017,600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,2375.0,Ford,Figo,1 5D Titanium MT
2011,475000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX
2019,600000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0,Hyundai,Elite,i20 Magna Plus BSIV
2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std
2009,220000,125000,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,5,172.0,4300.0,Honda,Civic,1 8 V MT
2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,SLX
2018,350000,50000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XT
2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Plus
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2011,600000,43000,Petrol,Dealer,Automatic,First Owner,13.4,1997,135.1,5,190.0,3700.0,Renault,Fluence,2 0
2016,778000,70000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS VDI
2016,270000,30000,Petrol,Individual,Manual,Third Owner,23.01,999,67.0,5,91.0,4250.0,Renault,KWID,1 0
2018,950000,27620,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,205.0,2500.0,Ford,EcoSport,1 5 TDCi Titanium BSIV
2017,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497,121.36,5,150.0,4500.0,Ford,EcoSport,1 5 Ambiente BSIV
2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,Honda,City,i VTEC CVT ZX
2012,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W8 4WD
2015,350000,52000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,135.0,2500.0,Tata,Indigo,CS LS TDI BS III
2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Sportz 1 4 CRDi
2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,2375.0,Tata,Manza,Club Class Quadrajet90 VX
2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,Renault,Duster,110PS RxL
2018,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,Honda,Jazz,1 2 V i VTEC
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Era 1 1
2008,130000,30000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Era
2017,690000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1800.0,Mahindra,Bolero,Power Plus SLX
2010,210000,44500,Petrol,Dealer,Manual,First Owner,16.47,1198,74.0,5,110.0,3750.0,Volkswagen,Polo,Select 1 2 MPI Highline
2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.06,2400.0,Toyota,Innova,2 5 V 7 seater
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti,Swift,AMT VVT VXI
2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Sportz
2017,600000,100000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti,SX4,S Cross 2015 2017 DDiS 200 Zeta
2013,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,135.0,2500.0,Tata,Indigo,CS LS TDI BS III
2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,Honda,Jazz,1 5 V i DTEC
2003,85000,68300,Petrol,Individual,Manual,Third Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,Xing XS eRLX Euro II
2012,425000,56000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2014,599000,46100,Petrol,Dealer,Manual,First Owner,16.02,1373,93.7,7,130.0,4000.0,Maruti,Ertiga,ZXI
2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,2200.0,Tata,New,Safari DICOR 2 2 EX 4x2
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W10 2WD
2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,4,540.0,2000.0,BMW,X6,xDrive30d
2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0,Renault,Duster,85PS RxL
2009,125000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2017,675000,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1800.0,Mahindra,Bolero,2011 2019 EX AC
2016,750000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Nissan,Terrano,XE 85 PS
2019,740000,14000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1800.0,Mahindra,Bolero,Power Plus ZLX
2004,70000,70000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI
2014,465000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2015,400000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI Optional
2016,520000,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,2015 2017 Magna 1 2
2014,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,VXI AT
2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,5,145.0,4600.0,Honda,City,VX CVT
2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,109.0,4500.0,Honda,Brio,S MT
2015,555000,20000,Petrol,Individual,Manual,Second Owner,15.8,1499,110.0,5,140.0,4400.0,Ford,Ecosport,1 5 Ti VCT MT Titanium
2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Sportz
2012,140000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.09,1396,69.0,5,135.0,2500.0,Tata,Indigo,eCS LX TDI BSIII
2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,5,190.0,2375.0,Tata,Zest,Quadrajet 1 3 XT
2015,600000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,180.4,2125.0,Hyundai,Xcent,1 1 CRDi SX Option
2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XZ
2016,890000,40000,Petrol,Dealer,Automatic,First Owner,14.8,1591,121.3,5,151.0,4850.0,Hyundai,Creta,1 6 SX Automatic
2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Deca
2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396,99.6,5,124.0,3500.0,Tata,Indigo,Grand
2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956,83.8,9,250.0,1500.0,Tata,Sumo,EX
2011,385000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,8,200.0,1800.0,Mahindra,Scorpio,EX
2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,250.0,2000.0,Skoda,Rapid,1 5 TDI AT Style Plus
2015,525000,248000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,219.7,2250.0,Hyundai,Verna,1 4 CRDi
2017,725000,45000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,2500.0,Ford,EcoSport,1 5 Titanium Plus BSIV
2015,780000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS VDI
1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0,Maruti,Zen,LX
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti,Swift,AMT VVT VXI
2011,140000,50000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 2010 2014 VXI
2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405,62.0,5,122.58,2500.0,Tata,Indica,V2 DLS TC
2007,100000,60000,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,5,109.83,4400.0,Chevrolet,Aveo,U VA 1 2 LT
2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti,Baleno,Zeta 1 3
2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,Magna 1 2
2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5,400.0,2100.0,Mercedes,Benz,New C Class 220 CDI AT
2007,118000,110000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LX BSIII
2011,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,5,200.0,2375.0,Tata,Manza,Aqua Quadrajet
2011,590000,80000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W8 4WD
2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti,Ritz,VDi
2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna
2016,500000,32000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Deca
2011,484999,80000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,277.5,1950.0,Mahindra,Scorpio,M2DI
2012,310000,86000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,200.0,2375.0,Tata,Manza,Aura Quadrajet BS IV
2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,Hyundai,Santro,Asta BSIV
2006,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,5,84.34,3500.0,Maruti,Wagon,R LXI BSIII
2014,755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX CRDi O
2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 Base
2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2125.0,Tata,Hexa,XT
2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,Maruti,Ciaz,S 1 3
2019,650000,15000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,2375.0,Tata,Zest,Quadrajet 1 3 75PS XE
2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,SLE
2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,SLX
2009,210000,90000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,235.36,2325.0,Hyundai,Verna,CRDi SX ABS
2013,210000,120000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,100.0,2700.0,Tata,Indigo,eCS GLS
2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Asta Option
2017,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7,343.0,2100.0,Toyota,Innova,Crysta 2 4 ZX MT BSIV
2015,430000,110000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T8
2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI
2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,5,177.5,4700.0,Hyundai,Elantra,S
2011,625000,120000,Diesel,Individual,Manual,Second Owner,10.5,2835,116.9,6,292.0,2000.0,Mitsubishi,Pajero,2 8 SFX BSIII Single Tone
2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,90.0,3500.0,Maruti,Celerio,X ZXI BSIV
2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,5,300.0,2300.0,Mercedes,Benz,GLA Class 200 CDI SPORT
2016,325000,70000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7,104.0,4000.0,Datsun,GO,Plus T BSIV
2016,300000,66693,Petrol,Dealer,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2012,430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1800.0,Mahindra,Bolero,2011 2019 SLX
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti,Baleno,Alpha 1 3
2012,222000,120000,LPG,Individual,Manual,First Owner,15.62962962962963,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2006,250000,120000,Diesel,Individual,Manual,Third Owner,10.5,2179,120.0,8,290.0,2300.0,Mahindra,Scorpio,2 6 CRDe
2011,300000,110000,Petrol,Individual,Manual,First Owner,17.6,1496,88.73,5,132.0,3000.0,Toyota,Etios,G
2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998,100.5,5,150.0,3100.0,Maruti,Baleno,RS 1 0
2015,600000,136000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,248.0,2250.0,Renault,Duster,110PS RxL
2011,302000,103000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,5,160.0,2000.0,Ford,Figo,Titanium
2015,650000,26000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0,Maruti,Ciaz,VXi Plus
2014,560000,72000,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTec V
2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,Hyundai,Santro,Sportz BSIV
2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0,Honda,City,i VTEC VX Option BL
2017,731000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,2015 2017 Asta 1 4 CRDi
2000,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std
2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi
2015,300000,101500,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,5,250.0,2000.0,Skoda,Rapid,1 5 TDI Elegance
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2125.0,Volvo,V40,D3 R Design
2015,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5,180.4,2125.0,Hyundai,Xcent,1 1 CRDi Base
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,202.0,4400.0,Lexus,ES,300h
2015,1100000,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W10 2WD
2011,400000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,290.0,2300.0,Mahindra,Scorpio,SLE BSIV
2017,950000,52236,Diesel,Dealer,Manual,First Owner,15.4,2179,120.0,7,280.0,2300.0,Mahindra,Scorpio,S4 Plus
2015,350000,38000,Petrol,Individual,Automatic,Second Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI AGS
2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7,290.0,2300.0,Mahindra,Scorpio,2009 2014 SLE 7S BSIV
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,2250.0,Tata,Safari,Storme EX
2012,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire ZDI
2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956,83.1,7,250.0,1800.0,Tata,Sumo,SE
2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5,84.0,3500.0,Maruti,Zen,Estilo 1 1 LX BSIII
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,153.0,3800.0,Skoda,Rapid,1 6 MPI AT Elegance
2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,ZXI
2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti,Swift,LDI BSIV
2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,5,260.0,2125.0,Tata,Nexon,1 5 Revotorq XZA Plus
2011,150000,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,2400.0,Tata,Indigo,CS eLX BS IV
2016,940000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS ZDI Plus
1999,80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2014,200000,43381,Petrol,Dealer,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,219.7,2250.0,Hyundai,Verna,1 4 CRDi
2010,55000,50000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,4,48.0,1750.0,Tata,Nano,Cx BSIV
